combined_cell_line,combined_drug,drug_smiles,ln_ic50
NCI-H226:lung_cancer,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,0.7751387449903465
NCI-H1666:lung_cancer,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,0.710358735525701
SNU-449:hepatocellular_cancer,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,0.7488520628036096
AsPC-1:pancreatic_cancer,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,1.0176729971974758
AU565:breast_cancer,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,-1.1515471591634698
MDA-MB-415:breast_adenocarcinoma,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,-0.8177008658618025
TT:medulla_carcinoma,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,0.70830163761545
OVKATE:Ovarian Cancer,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,1.2583836621124647
MOLM-13:Leukemia,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,-1.048275863597647
UM-UC-3:bladder_cancer,"Obatoclax Mesylate:BCL2, BCL-XL, BCL-W, MCL1",CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,-0.9155577360290026
SK-OV-3:ovarian_cancer,"Obatoclax Mesylate:BCL2, BCL-XL, BCL-W, MCL1",CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,-0.8540101340367455
HCC1419:breast_cancer,"Obatoclax Mesylate:BCL2, BCL-XL, BCL-W, MCL1",CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,-0.9967492146522111
HH:cutaneous T cell lymphoma,"Obatoclax Mesylate:BCL2, BCL-XL, BCL-W, MCL1",CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,-0.8017653991170821
ZR-75-30:breast_cancer,"Obatoclax Mesylate:BCL2, BCL-XL, BCL-W, MCL1",CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,-0.8413487147697416
OVKATE:Ovarian Cancer,"Obatoclax Mesylate:BCL2, BCL-XL, BCL-W, MCL1",CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,-0.30244703170317766
SNU-423:pleomorphic hepatocellular carcinoma,"EHT-1864:RAC1, RAC2, RAC3",C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,0.21635722526264137
OVKATE:Ovarian Cancer,"EHT-1864:RAC1, RAC2, RAC3",C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,0.37881448134209406
RERF-LC-Sq1:Lung Cancer,"EHT-1864:RAC1, RAC2, RAC3",C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,0.2859074647493715
NCI-H226:lung_cancer,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,1.04051417306103
MDA-MB-175-VII:invasive_ductal_carcinoma,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,0.9165220760205882
RPMI-8402:TALL,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,-1.4164780189419792
AsPC-1:pancreatic_cancer,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,1.1312232505490114
TT:medulla_carcinoma,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,1.0084056466000144
BT-483:breast_cancer,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,1.1454816864909312
OVKATE:Ovarian Cancer,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,1.4710289634366762
RCH-ACV:acute lymphoblastic leukemia,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,-1.1522966792593659
SU-DHL-6:B-cell non-Hodgkin lymphoma,"Avagacestat:Amyloid beta20, Amyloid beta40",C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,-1.153721828853469
NCI-H2347:lung_cancer,5-Fluorouracil:Antimetabolite (DNA & RNA),C1=C(C(=O)NC(=O)N1)F,1.31325784089796
NCI-H226:lung_cancer,5-Fluorouracil:Antimetabolite (DNA & RNA),C1=C(C(=O)NC(=O)N1)F,1.392214639235256
AsPC-1:pancreatic_cancer,5-Fluorouracil:Antimetabolite (DNA & RNA),C1=C(C(=O)NC(=O)N1)F,1.4767732429951488
BT-483:breast_cancer,5-Fluorouracil:Antimetabolite (DNA & RNA),C1=C(C(=O)NC(=O)N1)F,1.368402679718085
OVKATE:Ovarian Cancer,5-Fluorouracil:Antimetabolite (DNA & RNA),C1=C(C(=O)NC(=O)N1)F,2.030151359678583
HCC1428:breast_cancer,5-Fluorouracil:Antimetabolite (DNA & RNA),C1=C(C(=O)NC(=O)N1)F,1.185516510436652
NCI-H2347:lung_cancer,"Dasatinib:ABL, SRC, Ephrins, PDGFR, KIT",CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,0.4165260379317449
MDA-MB-175-VII:invasive_ductal_carcinoma,"Dasatinib:ABL, SRC, Ephrins, PDGFR, KIT",CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,0.5455524932633585
AsPC-1:pancreatic_cancer,"Dasatinib:ABL, SRC, Ephrins, PDGFR, KIT",CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,0.6926319320812028
TT:medulla_carcinoma,"Dasatinib:ABL, SRC, Ephrins, PDGFR, KIT",CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,0.43617440515150613
BT-483:breast_cancer,"Dasatinib:ABL, SRC, Ephrins, PDGFR, KIT",CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,0.5882763634354781
NCI-H2347:lung_cancer,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.876772353127722
NCI-H226:lung_cancer,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.7910531362781605
HCC1419:breast_cancer,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.5941408169668805
MDA-MB-175-VII:invasive_ductal_carcinoma,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.8479791059144042
ZR-75-30:breast_cancer,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.9134016778142025
TT:medulla_carcinoma,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.8735456609501822
BT-483:breast_cancer,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.352219734249967
OVKATE:Ovarian Cancer,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-0.9124657615157578
HCC1428:breast_cancer,Paclitaxel:Microtubule stabiliser,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-1.8514617616541045
NCI-H2347:lung_cancer,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.4422611941655649
SK-OV-3:ovarian_cancer,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.32524706390026076
MDA-MB-175-VII:invasive_ductal_carcinoma,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.5297729724209435
UACC-893:breast_cancer,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.18872663231572462
AsPC-1:pancreatic_cancer,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.9012953058371292
BT-483:breast_cancer,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.23103491890526148
MDA-MB-436:breast_cancer,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.2683704907409252
OVKATE:Ovarian Cancer,"Crizotinib:MET, ALK, ROS1",CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.7594527100422453
AsPC-1:pancreatic_cancer,Rapamycin:MTORC1,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,-1.645367004697404
OVKATE:Ovarian Cancer,Rapamycin:MTORC1,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,-1.3513444776673957
HCC38:breast_cancer,"Sorafenib:PDGFR, KIT, VEGFR, RAF",CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0.027665132885438436
NCI-H226:lung_cancer,"Sorafenib:PDGFR, KIT, VEGFR, RAF",CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0.017473129228497575
SK-OV-3:ovarian_cancer,"Sorafenib:PDGFR, KIT, VEGFR, RAF",CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0.400169680544939
OVKATE:Ovarian Cancer,"Sorafenib:PDGFR, KIT, VEGFR, RAF",CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0.5234000104290941
NCI-H2347:lung_cancer,"BI-2536:PLK1, PLK2, PLK3",CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,-0.25843354607194224
NCI-H226:lung_cancer,"BI-2536:PLK1, PLK2, PLK3",CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,0.13940894482938104
HCC1419:breast_cancer,"BI-2536:PLK1, PLK2, PLK3",CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,-0.5525030201667808
ZR-75-30:breast_cancer,"BI-2536:PLK1, PLK2, PLK3",CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,-0.5801548413517079
AsPC-1:pancreatic_cancer,"BI-2536:PLK1, PLK2, PLK3",CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,-0.009390389502630153
TT:medulla_carcinoma,"BI-2536:PLK1, PLK2, PLK3",CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,-0.4523828932394236
OVKATE:Ovarian Cancer,"BI-2536:PLK1, PLK2, PLK3",CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,-0.1062062595366411
NCI-H226:lung_cancer,Irinotecan:TOP1,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0.7896772303798618
SNU-449:hepatocellular_cancer,Irinotecan:TOP1,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0.8444301632674913
ZR-75-30:breast_cancer,Irinotecan:TOP1,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0.8341561043059346
AsPC-1:pancreatic_cancer,Irinotecan:TOP1,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,1.4544325636662174
TT:medulla_carcinoma,Irinotecan:TOP1,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0.7913677329490916
BT-474:breast_cancer,Irinotecan:TOP1,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0.5281318663286216
BT-483:breast_cancer,Irinotecan:TOP1,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0.7478306579670453
NCI-H226:lung_cancer,Oxaliplatin:DNA alkylating agent,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],1.4776244136922854
MDA-MB-175-VII:invasive_ductal_carcinoma,Oxaliplatin:DNA alkylating agent,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],0.8619606055103959
AsPC-1:pancreatic_cancer,Oxaliplatin:DNA alkylating agent,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],1.4255617517370938
BT-483:breast_cancer,Oxaliplatin:DNA alkylating agent,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],1.0245578863136457
OVKATE:Ovarian Cancer,Oxaliplatin:DNA alkylating agent,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],1.3274056450610194
VMRC-LCD:lung_cancer,"BMS-536924:IGF1R, IR",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,0.302586736295139
SK-MEL-2:skin_cancer,"BMS-536924:IGF1R, IR",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,0.10540498165526889
UACC-893:breast_cancer,"BMS-536924:IGF1R, IR",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,-0.026842042323689596
ZR-75-30:breast_cancer,"BMS-536924:IGF1R, IR",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,0.2990191676033979
UACC-812:invasive_ductal_carcinoma,"BMS-536924:IGF1R, IR",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,0.0827867022908208
BT-483:breast_cancer,"BMS-536924:IGF1R, IR",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,-0.023569627787358483
NCI-H660:small_cell_carcinoma,"BMS-536924:IGF1R, IR",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,0.058129287371361436
SK-OV-3:ovarian_cancer,"GSK1904529A:IGF1R, IR",CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,0.7123790922547805
NCI-H1666:lung_cancer,"GSK1904529A:IGF1R, IR",CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,0.5679744114262126
AsPC-1:pancreatic_cancer,"GSK1904529A:IGF1R, IR",CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,1.2905693450539404
QGP-1:Pancreatic Cancer,"GSK1904529A:IGF1R, IR",CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,0.5912768932311411
SU-DHL-5:B-cell non-Hodgkin lymphoma,"GSK1904529A:IGF1R, IR",CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,-1.3441938273407523
SU-DHL-6:B-cell non-Hodgkin lymphoma,"GSK1904529A:IGF1R, IR",CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,-1.427379535630874
MDA-MB-175-VII:invasive_ductal_carcinoma,"Tozasertib:AURKA, AURKB, AURKC, others",CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,0.8806830949646387
ZR-75-30:breast_cancer,"Tozasertib:AURKA, AURKB, AURKC, others",CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,0.658232797091825
BT-483:breast_cancer,"Tozasertib:AURKA, AURKB, AURKC, others",CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,0.7395463380835916
HCC38:breast_cancer,PF-4708671:S6K1,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,0.16616795531184342
MDA-MB-231:breast_cancer,PF-4708671:S6K1,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,0.13113197318216188
CAL-120:breast_cancer,PF-4708671:S6K1,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,0.3138217812620004
BT-483:breast_cancer,PF-4708671:S6K1,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,0.540725926763478
RCH-ACV:acute lymphoblastic leukemia,PF-4708671:S6K1,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,-1.4810804460309632
AsPC-1:pancreatic_cancer,PRIMA-1MET:TP53 activation,COCC1(C(=O)C2CCN1CC2)CO,1.824669772212098
NCI-H1650:lung_cancer,Serdemetan:MDM2,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,0.6638962460517202
NCI-H2087:lung_cancer,Serdemetan:MDM2,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,0.4973631682743227
NCI-H226:lung_cancer,Serdemetan:MDM2,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,0.5138264833218716
MDA-MB-175-VII:invasive_ductal_carcinoma,Serdemetan:MDM2,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,0.5313752961553618
AsPC-1:pancreatic_cancer,Serdemetan:MDM2,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,0.6382072204120375
OVKATE:Ovarian Cancer,Serdemetan:MDM2,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,1.225815462651461
KP-2:Pancreatic Cancer,Serdemetan:MDM2,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,0.4928619653454822
NCI-H226:lung_cancer,"TW 37:BCL2, BCL-XL, MCL1",CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C,-0.15394897505677146
SK-MEL-2:skin_cancer,"TW 37:BCL2, BCL-XL, MCL1",CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C,-0.18514876963681498
MDA-MB-175-VII:invasive_ductal_carcinoma,"TW 37:BCL2, BCL-XL, MCL1",CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C,0.17501849762068286
TT:medulla_carcinoma,"TW 37:BCL2, BCL-XL, MCL1",CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C,-0.14936122623450526
BT-483:breast_cancer,"TW 37:BCL2, BCL-XL, MCL1",CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C,0.16736694252406953
OVKATE:Ovarian Cancer,"TW 37:BCL2, BCL-XL, MCL1",CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C,0.8525095490070781
ABC-1:lung_cancer,Erlotinib:EGFR,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,0.20158890337313226
AsPC-1:pancreatic_cancer,Erlotinib:EGFR,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,0.3403162552400292
KP-2:Pancreatic Cancer,Erlotinib:EGFR,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,0.21498963685237363
QGP-1:Pancreatic Cancer,Erlotinib:EGFR,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,0.22535595700220507
SK-MEL-5:skin_cancer,CCT-018159:HSP90,CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C,0.47072703663111104
SK-ES-1:Ewing family tumor,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,-1.5496941936331692
NCI-H1650:lung_cancer,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,0.4424293871282605
