cell_line_name,drug_name,putative_target,ln_ic50,disease,smiles
NCI-H226,CCT007093,PPM1D,0.7758390131334794,lung_cancer,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
NCI-H1666,CCT007093,PPM1D,0.7110634084609601,lung_cancer,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
SNU-449,CCT007093,PPM1D,0.7495541183402868,hepatocellular_cancer,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
AsPC-1,CCT007093,PPM1D,1.0183567739418988,pancreatic_cancer,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
AU565,CCT007093,PPM1D,-1.1507158837702494,breast_cancer,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
MDA-MB-415,CCT007093,PPM1D,-0.8168922907357834,breast_adenocarcinoma,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
TT,CCT007093,PPM1D,0.7090064504254754,medulla_carcinoma,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
OVKATE,CCT007093,PPM1D,1.2590510714551182,Ovarian Cancer,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
MOLM-13,CCT007093,PPM1D,-1.047451610256343,Leukemia,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
UM-UC-3,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.9147425070112231,bladder_cancer,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
SK-OV-3,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.8531990900197849,ovarian_cancer,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
HCC1419,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.9959284649253621,breast_cancer,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
HH,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.8009579075416681,cutaneous T cell lymphoma,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
ZR-75-30,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.8405385316807177,breast_cancer,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
OVKATE,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.30167349186119985,Ovarian Cancer,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
SNU-423,EHT-1864,"RAC1, RAC2, RAC3",0.2170954884054477,pleomorphic hepatocellular carcinoma,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl
OVKATE,EHT-1864,"RAC1, RAC2, RAC3",0.3795416980147259,Ovarian Cancer,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl
RERF-LC-Sq1,EHT-1864,"RAC1, RAC2, RAC3",0.28664099874271015,Lung Cancer,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl
NCI-H226,Avagacestat,"Amyloid beta20, Amyloid beta40",1.0411963966931204,lung_cancer,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
MDA-MB-175-VII,Avagacestat,"Amyloid beta20, Amyloid beta40",0.9172127306396035,invasive_ductal_carcinoma,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
RPMI-8402,Avagacestat,"Amyloid beta20, Amyloid beta40",-1.415628729266655,TALL,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
AsPC-1,Avagacestat,"Amyloid beta20, Amyloid beta40",1.1318993063118223,pancreatic_cancer,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
TT,Avagacestat,"Amyloid beta20, Amyloid beta40",1.0090900534887257,medulla_carcinoma,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
BT-483,Avagacestat,"Amyloid beta20, Amyloid beta40",1.146156772734798,breast_cancer,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
OVKATE,Avagacestat,"Amyloid beta20, Amyloid beta40",1.4716819137146162,Ovarian Cancer,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
RCH-ACV,Avagacestat,"Amyloid beta20, Amyloid beta40",-1.1514653529016545,acute lymphoblastic leukemia,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
SU-DHL-6,Avagacestat,"Amyloid beta20, Amyloid beta40",-1.1528904055910525,B-cell non-Hodgkin lymphoma,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
NCI-H2347,5-Fluorouracil,Antimetabolite (DNA & RNA),1.3139215190069713,lung_cancer,C1=C(C(=O)NC(=O)N1)F
NCI-H226,5-Fluorouracil,Antimetabolite (DNA & RNA),1.3928729485848843,lung_cancer,C1=C(C(=O)NC(=O)N1)F
AsPC-1,5-Fluorouracil,Antimetabolite (DNA & RNA),1.4774258026841158,pancreatic_cancer,C1=C(C(=O)NC(=O)N1)F
BT-483,5-Fluorouracil,Antimetabolite (DNA & RNA),1.36906260818961,breast_cancer,C1=C(C(=O)NC(=O)N1)F
OVKATE,5-Fluorouracil,Antimetabolite (DNA & RNA),2.0307662917785545,Ovarian Cancer,C1=C(C(=O)NC(=O)N1)F
HCC1428,5-Fluorouracil,Antimetabolite (DNA & RNA),1.1861888744660776,breast_cancer,C1=C(C(=O)NC(=O)N1)F
NCI-H2347,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT",0.4172506903632025,lung_cancer,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
MDA-MB-175-VII,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT",0.5462683723908411,invasive_ductal_carcinoma,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
AsPC-1,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT",0.6933378103710904,pancreatic_cancer,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
TT,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT",0.4368977215693703,medulla_carcinoma,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
BT-483,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT",0.5889893375036916,breast_cancer,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
NCI-H2347,Paclitaxel,Microtubule stabiliser,-1.8758917652035123,lung_cancer,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
NCI-H226,Paclitaxel,Microtubule stabiliser,-1.7901783769318496,lung_cancer,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
HCC1419,Paclitaxel,Microtubule stabiliser,-1.593279446902863,breast_cancer,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
MDA-MB-175-VII,Paclitaxel,Microtubule stabiliser,-1.8471004758205447,invasive_ductal_carcinoma,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
ZR-75-30,Paclitaxel,Microtubule stabiliser,-1.9125185992364362,breast_cancer,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
TT,Paclitaxel,Microtubule stabiliser,-1.872665292428662,medulla_carcinoma,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
BT-483,Paclitaxel,Microtubule stabiliser,-1.3513748138914863,breast_cancer,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
OVKATE,Paclitaxel,Microtubule stabiliser,-0.9116507427403834,Ovarian Cancer,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
HCC1428,Paclitaxel,Microtubule stabiliser,-1.8505828947530152,breast_cancer,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
NCI-H2347,Crizotinib,"MET, ALK, ROS1",0.44298409670512706,lung_cancer,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
SK-OV-3,Crizotinib,"MET, ALK, ROS1",0.3259779229517766,ovarian_cancer,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
MDA-MB-175-VII,Crizotinib,"MET, ALK, ROS1",0.530489924495308,invasive_ductal_carcinoma,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
UACC-893,Crizotinib,"MET, ALK, ROS1",0.18946677423285135,breast_cancer,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
AsPC-1,Crizotinib,"MET, ALK, ROS1",0.9019869958181022,pancreatic_cancer,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
BT-483,Crizotinib,"MET, ALK, ROS1",0.23177218402120853,breast_cancer,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
MDA-MB-436,Crizotinib,"MET, ALK, ROS1",0.2691052171812189,breast_cancer,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
OVKATE,Crizotinib,"MET, ALK, ROS1",0.7601540447755779,Ovarian Cancer,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
AsPC-1,Rapamycin,MTORC1,-1.6445021514491411,pancreatic_cancer,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
OVKATE,Rapamycin,MTORC1,-1.3504996168230048,Ovarian Cancer,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
HCC38,Sorafenib,"PDGFR, KIT, VEGFR, RAF",0.02841622636664206,breast_cancer,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
NCI-H226,Sorafenib,"PDGFR, KIT, VEGFR, RAF",0.018224915726850026,lung_cancer,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
SK-OV-3,Sorafenib,"PDGFR, KIT, VEGFR, RAF",0.4008954451459506,ovarian_cancer,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
OVKATE,Sorafenib,"PDGFR, KIT, VEGFR, RAF",0.5241173958404253,Ovarian Cancer,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
NCI-H2347,BI-2536,"PLK1, PLK2, PLK3",-0.25766299897813727,lung_cancer,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
NCI-H226,BI-2536,"PLK1, PLK2, PLK3",0.14015244016005815,lung_cancer,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
HCC1419,BI-2536,"PLK1, PLK2, PLK3",-0.5517124774768837,breast_cancer,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
ZR-75-30,BI-2536,"PLK1, PLK2, PLK3",-0.5793624184440517,breast_cancer,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
AsPC-1,BI-2536,"PLK1, PLK2, PLK3",-0.008636776388061198,pancreatic_cancer,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
TT,BI-2536,"PLK1, PLK2, PLK3",-0.4515991583340641,medulla_carcinoma,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
OVKATE,BI-2536,"PLK1, PLK2, PLK3",-0.10544606331432707,Ovarian Cancer,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
NCI-H226,Irinotecan,TOP1,0.7903765099617626,lung_cancer,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
SNU-449,Irinotecan,TOP1,0.8451257198600057,hepatocellular_cancer,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
ZR-75-30,Irinotecan,TOP1,0.8348523594950437,breast_cancer,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
AsPC-1,Irinotecan,TOP1,1.4550866424356728,pancreatic_cancer,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
TT,Irinotecan,TOP1,0.792066897583303,medulla_carcinoma,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
BT-474,Irinotecan,TOP1,0.5288489299919046,breast_cancer,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
BT-483,Irinotecan,TOP1,0.748532782955333,breast_cancer,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
NCI-H226,Oxaliplatin,DNA alkylating agent,1.4782769155049105,lung_cancer,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
MDA-MB-175-VII,Oxaliplatin,DNA alkylating agent,0.8626549701000903,invasive_ductal_carcinoma,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
AsPC-1,Oxaliplatin,DNA alkylating agent,1.4262177936110023,pancreatic_cancer,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
BT-483,Oxaliplatin,DNA alkylating agent,1.0252411949120217,breast_cancer,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
OVKATE,Oxaliplatin,DNA alkylating agent,1.3280683611736233,Ovarian Cancer,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
VMRC-LCD,BMS-536924,"IGF1R, IR",0.3033191361619996,lung_cancer,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
SK-MEL-2,BMS-536924,"IGF1R, IR",0.10615078912499155,skin_cancer,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
UACC-893,BMS-536924,"IGF1R, IR",-0.026087242563679038,breast_cancer,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
ZR-75-30,BMS-536924,"IGF1R, IR",0.2997518100512432,breast_cancer,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
UACC-812,BMS-536924,"IGF1R, IR",0.08353404771676916,invasive_ductal_carcinoma,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
BT-483,BMS-536924,"IGF1R, IR",-0.022815050538982348,breast_cancer,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
NCI-H660,BMS-536924,"IGF1R, IR",0.05887830940693044,small_cell_carcinoma,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
SK-OV-3,GSK1904529A,"IGF1R, IR",0.7130836278135327,ovarian_cancer,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
NCI-H1666,GSK1904529A,"IGF1R, IR",0.568688765949278,lung_cancer,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
AsPC-1,GSK1904529A,"IGF1R, IR",1.2912345658936286,pancreatic_cancer,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
QGP-1,GSK1904529A,"IGF1R, IR",0.5919896632748395,Pancreatic Cancer,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
SU-DHL-5,GSK1904529A,"IGF1R, IR",-1.3433494527131513,B-cell non-Hodgkin lymphoma,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
SU-DHL-6,GSK1904529A,"IGF1R, IR",-1.4265295046942368,B-cell non-Hodgkin lymphoma,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
MDA-MB-175-VII,Tozasertib,"AURKA, AURKB, AURKC, others",0.8813761864968758,invasive_ductal_carcinoma,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C
ZR-75-30,Tozasertib,"AURKA, AURKB, AURKC, others",0.6589410143909257,breast_cancer,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C
BT-483,Tozasertib,"AURKA, AURKB, AURKC, others",0.74024902637385,breast_cancer,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C
HCC38,PF-4708671,S6K1,0.166909631132464,breast_cancer,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
MDA-MB-231,PF-4708671,S6K1,0.13187603131515785,breast_cancer,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
CAL-120,PF-4708671,S6K1,0.31455341718890456,breast_cancer,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
BT-483,PF-4708671,S6K1,0.5414421340789664,breast_cancer,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
RCH-ACV,PF-4708671,S6K1,-1.480226763638433,acute lymphoblastic leukemia,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
AsPC-1,PRIMA-1MET,TP53 activation,1.8252986762717225,pancreatic_cancer,COCC1(C(=O)C2CCN1CC2)CO
NCI-H1650,Serdemetan,MDM2,0.6646040782580184,lung_cancer,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
NCI-H2087,Serdemetan,MDM2,0.4980823240910346,lung_cancer,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
NCI-H226,Serdemetan,MDM2,0.514544519696319,lung_cancer,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
MDA-MB-175-VII,Serdemetan,MDM2,0.5320921392778595,invasive_ductal_carcinoma,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
AsPC-1,Serdemetan,MDM2,0.6389167993735276,pancreatic_cancer,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
OVKATE,Serdemetan,MDM2,1.2264850865067356,Ovarian Cancer,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
KP-2,Serdemetan,MDM2,0.49358142722672516,Pancreatic Cancer,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
NCI-H226,TW 37,"BCL2, BCL-XL, MCL1",-0.15318553251295866,lung_cancer,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
SK-MEL-2,TW 37,"BCL2, BCL-XL, MCL1",-0.1843832056266633,skin_cancer,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
MDA-MB-175-VII,TW 37,"BCL2, BCL-XL, MCL1",0.17575957163838002,invasive_ductal_carcinoma,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
TT,TW 37,"BCL2, BCL-XL, MCL1",-0.14859809564001228,medulla_carcinoma,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
BT-483,TW 37,"BCL2, BCL-XL, MCL1",0.16810853681815938,breast_cancer,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
OVKATE,TW 37,"BCL2, BCL-XL, MCL1",0.8532045562323574,Ovarian Cancer,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
ABC-1,Erlotinib,EGFR,0.20232817070517095,lung_cancer,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
AsPC-1,Erlotinib,EGFR,0.3410460896443443,pancreatic_cancer,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
KP-2,Erlotinib,EGFR,0.21572799298594533,Pancreatic Cancer,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
QGP-1,Erlotinib,EGFR,0.22609360826577518,Pancreatic Cancer,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
SK-MEL-5,CCT-018159,HSP90,0.4714480036025898,skin_cancer,CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C
SK-ES-1,Rucaparib,"PARP1, PARP2",-1.5488358457690266,Ewing family tumor,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
NCI-H1650,Rucaparib,"PARP1, PARP2",0.44315227823134645,lung_cancer,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
