cell_line_name,drug_name,putative_target,ln_ic50,cell_line_encoded,drug_encoded
Hs-940-T,GSK269962A,"ROCK1, ROCK2",0.423267,317,66
HCC-33,GSK269962A,"ROCK1, ROCK2",-0.005259,252,66
JEKO-1,GSK269962A,"ROCK1, ROCK2",0.960238,341,66
MOLM-16,GSK269962A,"ROCK1, ROCK2",1.113693,508,66
MY-M12,GSK269962A,"ROCK1, ROCK2",0.70803,520,66
PL-21,GSK269962A,"ROCK1, ROCK2",0.423692,736,66
ROS-50,GSK269962A,"ROCK1, ROCK2",1.311589,768,66
SU-DHL-16,GSK269962A,"ROCK1, ROCK2",-0.021439,858,66
SU-DHL-4,GSK269962A,"ROCK1, ROCK2",0.044387,859,66
OV-7,GSK269962A,"ROCK1, ROCK2",0.869819,700,66
OCI-LY7,GSK269962A,"ROCK1, ROCK2",0.755457,685,66
HT-29,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.490475,303,119
LS-123,SB505124,"TGFBR1, ACVR1B, ACVR1C",0.667019,450,119
LS-513,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.328769,453,119
NCI-H747,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.55856,654,119
RCM-1,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.919885,751,119
SK-CO-1,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.353427,804,119
SNU-C2B,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.849368,851,119
SW837,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.634894,887,119
LS-1034,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.366332,449,119
NB6,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.129245,537,119
COLO-783,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.341213,116,119
SNU-407,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.169552,844,119
DiFi,SB505124,"TGFBR1, ACVR1B, ACVR1C",1.318467,177,119
Calu-3,Tamoxifen,ESR1,1.970452,141,132
PFSK-1,YK-4-279,RNA helicase A,1.867553,735,156
A673,YK-4-279,RNA helicase A,0.466064,27,156
ES5,YK-4-279,RNA helicase A,0.547394,199,156
ES7,YK-4-279,RNA helicase A,0.882587,201,156
EW-11,YK-4-279,RNA helicase A,1.444424,209,156
SK-ES-1,YK-4-279,RNA helicase A,0.22084,805,156
5637,YK-4-279,RNA helicase A,0.067431,4,156
42-MG-BA,YK-4-279,RNA helicase A,1.72067,2,156
8-MG-BA,YK-4-279,RNA helicase A,0.748435,10,156
A172,YK-4-279,RNA helicase A,1.388415,14,156
U-118-MG,YK-4-279,RNA helicase A,2.404135,929,156
LK-2,YK-4-279,RNA helicase A,1.385224,439,156
NCI-H1437,YK-4-279,RNA helicase A,0.853938,552,156
NCI-H1648,YK-4-279,RNA helicase A,1.037247,559,156
NCI-H2170,YK-4-279,RNA helicase A,0.527497,598,156
DMS-114,YK-4-279,RNA helicase A,1.549137,163,156
DMS-273,YK-4-279,RNA helicase A,1.147095,164,156
NCI-H1048,YK-4-279,RNA helicase A,1.202936,543,156
NCI-H1963,YK-4-279,RNA helicase A,1.949008,580,156
NCI-H209,YK-4-279,RNA helicase A,1.463631,592,156
NCI-H2227,YK-4-279,RNA helicase A,1.046473,602,156
NCI-H446,YK-4-279,RNA helicase A,0.504135,634,156
NCI-H69,YK-4-279,RNA helicase A,0.713688,649,156
NCI-H82,YK-4-279,RNA helicase A,1.576549,657,156
SK-N-DZ,YK-4-279,RNA helicase A,1.025672,823,156
SK-N-FI,YK-4-279,RNA helicase A,0.881936,824,156
SBC-5,YK-4-279,RNA helicase A,0.303416,785,156
SK-N-SH,YK-4-279,RNA helicase A,1.732479,825,156
NCI-H2122,YK-4-279,RNA helicase A,-0.015416,595,156
SK-N-AS,YK-4-279,RNA helicase A,1.514801,822,156
UM-UC-3,YK-4-279,RNA helicase A,1.845263,941,156
Calu-6,YK-4-279,RNA helicase A,1.879914,142,156
LU-65,YK-4-279,RNA helicase A,1.853684,458,156
NCI-H1792,YK-4-279,RNA helicase A,1.010425,571,156
SHP-77,YK-4-279,RNA helicase A,0.415098,798,156
NCI-H2009,YK-4-279,RNA helicase A,2.024614,583,156
HCC2157,YK-4-279,RNA helicase A,1.666634,269,156
BB30-HNC,YK-4-279,RNA helicase A,0.170115,44,156
BB49-HNC,YK-4-279,RNA helicase A,0.793236,45,156
Ca9-22,YK-4-279,RNA helicase A,1.100789,139,156
CADO-ES1,YK-4-279,RNA helicase A,0.98621,76,156
CAL-33,YK-4-279,RNA helicase A,1.177495,83,156
CP50-MEL-B,YK-4-279,RNA helicase A,1.239145,130,156
CPC-N,YK-4-279,RNA helicase A,1.538747,132,156
CTV-1,YK-4-279,RNA helicase A,-0.493001,136,156
D-542MG,YK-4-279,RNA helicase A,1.703683,154,156
EBC-1,YK-4-279,RNA helicase A,2.103971,181,156
EC-GI-10,YK-4-279,RNA helicase A,0.684019,182,156
HSC-2,YK-4-279,RNA helicase A,0.527384,293,156
IM-9,YK-4-279,RNA helicase A,-1.037205,330,156
IST-SL1,YK-4-279,RNA helicase A,-0.195789,336,156
IST-SL2,YK-4-279,RNA helicase A,0.989512,337,156
KOSC-2,YK-4-279,RNA helicase A,0.680339,394,156
KP-4,YK-4-279,RNA helicase A,0.971846,398,156
LB647-SCLC,YK-4-279,RNA helicase A,0.61124,430,156
LB996-RCC,YK-4-279,RNA helicase A,1.892339,433,156
NCI-H292,YK-4-279,RNA helicase A,0.638753,627,156
NCI-H510A,YK-4-279,RNA helicase A,-0.470352,637,156
PC-14,YK-4-279,RNA helicase A,1.433703,725,156
SBC-3,YK-4-279,RNA helicase A,1.079845,784,156
U-266,YK-4-279,RNA helicase A,2.171244,931,156
KELLY,YK-4-279,RNA helicase A,0.911394,376,156
SIMA,YK-4-279,RNA helicase A,1.202474,800,156
TE-1,YK-4-279,RNA helicase A,1.423145,904,156
TE-10,YK-4-279,RNA helicase A,0.280308,905,156
TE-8,YK-4-279,RNA helicase A,2.113504,913,156
OVCAR-3,YK-4-279,RNA helicase A,1.549981,704,156
HCT-116,YK-4-279,RNA helicase A,2.011276,275,156
HCT-15,YK-4-279,RNA helicase A,0.668565,276,156
HL-60,YK-4-279,RNA helicase A,0.318175,283,156
HT-29,YK-4-279,RNA helicase A,1.352452,303,156
K-562,YK-4-279,RNA helicase A,0.49018,362,156
NCI-H23,YK-4-279,RNA helicase A,0.935576,606,156
NCI-H460,YK-4-279,RNA helicase A,0.189358,635,156
786-0,YK-4-279,RNA helicase A,2.169416,9,156
A549,YK-4-279,RNA helicase A,1.604449,26,156
CCRF-CEM,YK-4-279,RNA helicase A,0.667075,96,156
SK-MEL-2,YK-4-279,RNA helicase A,1.708509,812,156
Hs-578-T,YK-4-279,RNA helicase A,1.181296,311,156
MOLT-4,YK-4-279,RNA helicase A,0.354555,512,156
COLO-205,YK-4-279,RNA helicase A,0.650814,109,156
SW620,YK-4-279,RNA helicase A,1.184089,882,156
RPMI-8226,YK-4-279,RNA helicase A,0.613043,771,156
SR,YK-4-279,RNA helicase A,-0.39691,853,156
IGROV-1,YK-4-279,RNA helicase A,1.026626,328,156
HCC2998,YK-4-279,RNA helicase A,0.58983,271,156
LOXIMVI,YK-4-279,RNA helicase A,1.535339,447,156
M14,YK-4-279,RNA helicase A,1.759268,463,156
U251,YK-4-279,RNA helicase A,2.257659,936,156
SF539,YK-4-279,RNA helicase A,0.536293,796,156
KM12,YK-4-279,RNA helicase A,0.91511,382,156
OVCAR-8,YK-4-279,RNA helicase A,1.46604,707,156
BxPC-3,YK-4-279,RNA helicase A,1.994207,69,156
BONNA-12,YK-4-279,RNA helicase A,0.044425,61,156
Becker,YK-4-279,RNA helicase A,1.003128,68,156
BE-13,YK-4-279,RNA helicase A,-0.548681,49,156
ARH-77,YK-4-279,RNA helicase A,-0.162675,37,156
AGS,YK-4-279,RNA helicase A,2.02902,31,156
ABC-1,YK-4-279,RNA helicase A,1.416902,29,156
A2058,YK-4-279,RNA helicase A,0.428779,16,156
A375,YK-4-279,RNA helicase A,1.102978,20,156
8305C,YK-4-279,RNA helicase A,2.469395,11,156
639-V,YK-4-279,RNA helicase A,1.540281,5,156
697,YK-4-279,RNA helicase A,-0.569642,7,156
A2780,YK-4-279,RNA helicase A,1.064241,18,156
CRO-AP2,YK-4-279,RNA helicase A,-0.655972,133,156
COLO-792,YK-4-279,RNA helicase A,1.879342,117,156
CHP-212,YK-4-279,RNA helicase A,0.559387,103,156
Ca-Ski,YK-4-279,RNA helicase A,1.89907,138,156
Caov-3,YK-4-279,RNA helicase A,0.964524,143,156
CAL-62,YK-4-279,RNA helicase A,1.581578,87,156
DB,YK-4-279,RNA helicase A,-0.082349,157,156
Daoy,YK-4-279,RNA helicase A,0.934265,174,156
D-283MED,YK-4-279,RNA helicase A,0.046085,149,156
DEL,YK-4-279,RNA helicase A,-0.974434,159,156
Detroit562,YK-4-279,RNA helicase A,1.288771,176,156
DG-75,YK-4-279,RNA helicase A,0.943725,160,156
DJM-1,YK-4-279,RNA helicase A,1.288572,161,156
DOHH-2,YK-4-279,RNA helicase A,-0.439749,168,156
DU-4475,YK-4-279,RNA helicase A,0.665995,173,156
EB2,YK-4-279,RNA helicase A,1.935503,180,156
ECC10,YK-4-279,RNA helicase A,1.449326,183,156
EFM-19,YK-4-279,RNA helicase A,1.490663,185,156
EoL-1-cell,YK-4-279,RNA helicase A,0.22651,218,156
ETK-1,YK-4-279,RNA helicase A,1.946206,206,156
FADU,YK-4-279,RNA helicase A,1.749395,219,156
FTC-133,YK-4-279,RNA helicase A,2.033715,221,156
GAMG,YK-4-279,RNA helicase A,1.519864,232,156
GDM-1,YK-4-279,RNA helicase A,0.038076,236,156
GI-1,YK-4-279,RNA helicase A,0.840641,237,156
GOTO,YK-4-279,RNA helicase A,1.518968,239,156
GR-ST,YK-4-279,RNA helicase A,1.407659,241,156
ESS-1,YK-4-279,RNA helicase A,1.475867,205,156
H4,YK-4-279,RNA helicase A,0.218909,245,156
H9,YK-4-279,RNA helicase A,0.858053,246,156
HC-1,YK-4-279,RNA helicase A,0.330112,250,156
HCC1806,YK-4-279,RNA helicase A,1.345268,265,156
HGC-27,YK-4-279,RNA helicase A,0.336992,281,156
HLE,YK-4-279,RNA helicase A,1.947964,284,156
HOS,YK-4-279,RNA helicase A,1.411761,290,156
HSC-3,YK-4-279,RNA helicase A,1.457256,294,156
HT,YK-4-279,RNA helicase A,1.308525,297,156
HT-1080,YK-4-279,RNA helicase A,1.553875,298,156
HuCCT1,YK-4-279,RNA helicase A,2.482308,318,156
HuO9,YK-4-279,RNA helicase A,1.355006,321,156
HuTu-80,YK-4-279,RNA helicase A,0.173175,324,156
IGR-1,YK-4-279,RNA helicase A,1.327872,326,156
IMR-5,YK-4-279,RNA helicase A,0.413283,332,156
IPC-298,YK-4-279,RNA helicase A,1.179564,333,156
JAR,YK-4-279,RNA helicase A,-0.043355,339,156
JiyoyeP-2003,YK-4-279,RNA helicase A,0.399442,360,156
JVM-2,YK-4-279,RNA helicase A,0.148553,358,156
JVM-3,YK-4-279,RNA helicase A,-0.881846,359,156
KARPAS-45,YK-4-279,RNA helicase A,0.080874,370,156
KARPAS-299,YK-4-279,RNA helicase A,0.331417,368,156
KASUMI-1,YK-4-279,RNA helicase A,-0.184041,372,156
KE-37,YK-4-279,RNA helicase A,-0.008269,375,156
KG-1,YK-4-279,RNA helicase A,0.450479,377,156
KMOE-2,YK-4-279,RNA helicase A,1.866908,384,156
KMS-12-BM,YK-4-279,RNA helicase A,-0.154123,388,156
GP5d,YK-4-279,RNA helicase A,0.747711,240,156
G-401,YK-4-279,RNA helicase A,1.218066,227,156
KY821,YK-4-279,RNA helicase A,-0.456196,406,156
KU812,YK-4-279,RNA helicase A,0.374334,404,156
KU-19-19,YK-4-279,RNA helicase A,1.510806,403,156
KYSE-150,YK-4-279,RNA helicase A,1.679492,410,156
KYSE-180,YK-4-279,RNA helicase A,1.040103,411,156
KYSE-450,YK-4-279,RNA helicase A,1.711498,415,156
L-428,YK-4-279,RNA helicase A,0.566626,422,156
L-540,YK-4-279,RNA helicase A,1.127433,423,156
LAMA-84,YK-4-279,RNA helicase A,0.611861,424,156
LC4-1,YK-4-279,RNA helicase A,0.936816,436,156
LNCaP-Clone-FGC,YK-4-279,RNA helicase A,1.293331,443,156
LOUCY,YK-4-279,RNA helicase A,0.973474,446,156
LoVo,YK-4-279,RNA helicase A,1.589839,461,156
LP-1,YK-4-279,RNA helicase A,1.367439,448,156
MC116,YK-4-279,RNA helicase A,0.545567,465,156
MC-IXC,YK-4-279,RNA helicase A,0.180575,464,156
MDA-MB-361,YK-4-279,RNA helicase A,1.059523,471,156
MDA-MB-468,YK-4-279,RNA helicase A,1.684264,475,156
MEG-01,YK-4-279,RNA helicase A,0.24749,479,156
MES-SA,YK-4-279,RNA helicase A,1.664036,482,156
MG-63,YK-4-279,RNA helicase A,1.609553,488,156
MHH-CALL-2,YK-4-279,RNA helicase A,1.475676,489,156
MHH-CALL-4,YK-4-279,RNA helicase A,1.222506,490,156
MHH-ES-1,YK-4-279,RNA helicase A,0.942921,491,156
MHH-NB-11,YK-4-279,RNA helicase A,0.063297,492,156
MHH-PREB-1,YK-4-279,RNA helicase A,1.25395,493,156
ML-2,YK-4-279,RNA helicase A,0.011964,500,156
MLMA,YK-4-279,RNA helicase A,0.769919,501,156
MOG-G-CCM,YK-4-279,RNA helicase A,2.216417,505,156
MOG-G-UVW,YK-4-279,RNA helicase A,0.292629,506,156
MOLT-13,YK-4-279,RNA helicase A,0.25326,510,156
MOLT-16,YK-4-279,RNA helicase A,-0.418139,511,156
MONO-MAC-6,YK-4-279,RNA helicase A,0.33698,513,156
MRK-nu-1,YK-4-279,RNA helicase A,0.118895,515,156
MV-4-11,YK-4-279,RNA helicase A,0.156242,519,156
NALM-6,YK-4-279,RNA helicase A,0.822704,526,156
NAMALWA,YK-4-279,RNA helicase A,0.590126,527,156
NB69,YK-4-279,RNA helicase A,0.964218,538,156
NCCIT,YK-4-279,RNA helicase A,-0.235309,542,156
NCI-H508,YK-4-279,RNA helicase A,-0.457531,636,156
NCI-H520,YK-4-279,RNA helicase A,1.440057,639,156
SNU-16,YK-4-279,RNA helicase A,0.136068,839,156
NH-12,YK-4-279,RNA helicase A,1.448969,665,156
NKM-1,YK-4-279,RNA helicase A,-0.230485,667,156
NOMO-1,YK-4-279,RNA helicase A,0.793214,669,156
NTERA-2-cl-D1,YK-4-279,RNA helicase A,0.573194,671,156
NCI-H2452,YK-4-279,RNA helicase A,1.219246,612,156
NCI-H358,YK-4-279,RNA helicase A,2.169373,632,156
NCI-H1155,YK-4-279,RNA helicase A,0.413857,546,156
NCI-H1436,YK-4-279,RNA helicase A,1.14573,551,156
NCI-H1581,YK-4-279,RNA helicase A,1.412631,557,156
NCI-H1703,YK-4-279,RNA helicase A,0.485215,566,156
NCI-H1755,YK-4-279,RNA helicase A,1.742641,568,156
NCI-H1993,YK-4-279,RNA helicase A,2.32797,582,156
NCI-H524,YK-4-279,RNA helicase A,0.420075,641,156
OPM-2,YK-4-279,RNA helicase A,1.22661,694,156
P12-ICHIKAWA,YK-4-279,RNA helicase A,0.665222,713,156
P31-FUJ,YK-4-279,RNA helicase A,0.528783,715,156
PA-1,YK-4-279,RNA helicase A,1.786053,717,156
OC-314,YK-4-279,RNA helicase A,0.600435,680,156
PF-382,YK-4-279,RNA helicase A,1.851444,734,156
Raji,YK-4-279,RNA helicase A,0.895983,779,156
REH,YK-4-279,RNA helicase A,1.136667,753,156
RF-48,YK-4-279,RNA helicase A,1.99506,758,156
RKO,YK-4-279,RNA helicase A,0.891946,763,156
RPMI-6666,YK-4-279,RNA helicase A,0.673073,769,156
RPMI-8402,YK-4-279,RNA helicase A,0.023641,772,156
RS4-11,YK-4-279,RNA helicase A,0.745559,774,156
RT-112,YK-4-279,RNA helicase A,1.3286,775,156
SF126,YK-4-279,RNA helicase A,1.261927,793,156
SIG-M5,YK-4-279,RNA helicase A,0.61497,799,156
SJSA-1,YK-4-279,RNA helicase A,1.984832,803,156
SK-CO-1,YK-4-279,RNA helicase A,0.457577,804,156
SKM-1,YK-4-279,RNA helicase A,0.580282,830,156
SK-PN-DW,YK-4-279,RNA helicase A,0.376488,827,156
SNG-M,YK-4-279,RNA helicase A,1.245403,836,156
SNU-387,YK-4-279,RNA helicase A,1.947826,842,156
SU-DHL-1,YK-4-279,RNA helicase A,-0.052706,856,156
SUP-T1,YK-4-279,RNA helicase A,0.89143,869,156
SW13,YK-4-279,RNA helicase A,1.031797,873,156
SW1088,YK-4-279,RNA helicase A,1.526919,870,156
SW1463,YK-4-279,RNA helicase A,1.871583,875,156
SW1783,YK-4-279,RNA helicase A,2.10965,879,156
SW48,YK-4-279,RNA helicase A,0.312901,881,156
SW872,YK-4-279,RNA helicase A,1.880447,888,156
SW948,YK-4-279,RNA helicase A,1.600451,889,156
SW982,YK-4-279,RNA helicase A,1.038307,892,156
T84,YK-4-279,RNA helicase A,0.862972,898,156
TALL-1,YK-4-279,RNA helicase A,0.994102,900,156
TGBC11TKB,YK-4-279,RNA helicase A,1.827393,915,156
TUR,YK-4-279,RNA helicase A,0.008805,927,156
TYK-nu,YK-4-279,RNA helicase A,2.567691,928,156
U-698-M,YK-4-279,RNA helicase A,-0.143141,932,156
UMC-11,YK-4-279,RNA helicase A,1.596083,942,156
WSU-NHL,YK-4-279,RNA helicase A,0.430738,958,156
YH-13,YK-4-279,RNA helicase A,0.509723,960,156
KM-H2,YK-4-279,RNA helicase A,0.268408,381,156
OE19,YK-4-279,RNA helicase A,1.284085,689,156
SUP-B8,YK-4-279,RNA helicase A,-0.193337,866,156
NCI-H838,YK-4-279,RNA helicase A,1.215756,659,156
Ramos-2G6-4C10,YK-4-279,RNA helicase A,0.910115,780,156
QIMR-WIL,YK-4-279,RNA helicase A,-0.461674,741,156
PSN1,YK-4-279,RNA helicase A,1.857766,738,156
CHP-126,YK-4-279,RNA helicase A,0.952985,101,156
COLO-320-HSR,YK-4-279,RNA helicase A,0.808305,110,156
ATN-1,YK-4-279,RNA helicase A,-0.904593,39,156
CESS,YK-4-279,RNA helicase A,0.071955,97,156
TGBC24TKB,YK-4-279,RNA helicase A,2.193679,917,156
A388,YK-4-279,RNA helicase A,1.081951,21,156
BFTC-909,YK-4-279,RNA helicase A,1.793128,53,156
CA46,YK-4-279,RNA helicase A,1.706647,75,156
BALL-1,YK-4-279,RNA helicase A,0.502131,43,156
BL-41,YK-4-279,RNA helicase A,0.029463,60,156
BV-173,YK-4-279,RNA helicase A,-0.172996,67,156
TGW,YK-4-279,RNA helicase A,0.918643,918,156
NY,YK-4-279,RNA helicase A,0.428376,675,156
CHL-1,YK-4-279,RNA helicase A,1.697806,100,156
RL,YK-4-279,RNA helicase A,-0.257421,764,156
NCI-H1651,YK-4-279,RNA helicase A,1.92523,561,156
RPMI-7951,YK-4-279,RNA helicase A,1.014815,770,156
ST486,YK-4-279,RNA helicase A,0.204693,854,156
CAL-27,YK-4-279,RNA helicase A,-0.349458,81,156
BC-3,YK-4-279,RNA helicase A,-0.734691,48,156
BC-1,YK-4-279,RNA helicase A,-0.837455,47,156
A101D,YK-4-279,RNA helicase A,1.881527,13,156
769-P,YK-4-279,RNA helicase A,2.051767,8,156
23132-87,YK-4-279,RNA helicase A,1.861515,1,156
A431,YK-4-279,RNA helicase A,0.813339,24,156
BFTC-905,YK-4-279,RNA helicase A,0.477233,52,156
CAL-51,YK-4-279,RNA helicase A,1.125049,85,156
SCC-3,YK-4-279,RNA helicase A,0.471072,788,156
RERF-LC-MS,YK-4-279,RNA helicase A,1.017741,756,156
A4-Fuk,YK-4-279,RNA helicase A,-0.578536,22,156
A3-KAW,YK-4-279,RNA helicase A,-0.068078,19,156
DOK,YK-4-279,RNA helicase A,1.396736,169,156
COR-L279,YK-4-279,RNA helicase A,1.607404,123,156
CHP-134,YK-4-279,RNA helicase A,0.324236,102,156
ALL-PO,YK-4-279,RNA helicase A,-0.253077,32,156
OCI-AML2,YK-4-279,RNA helicase A,0.569265,681,156
CML-T1,YK-4-279,RNA helicase A,-0.002511,108,156
B-CPAP,YK-4-279,RNA helicase A,1.210175,42,156
BPH-1,YK-4-279,RNA helicase A,1.105305,62,156
CAL-148,YK-4-279,RNA helicase A,0.990003,80,156
CAL-39,YK-4-279,RNA helicase A,0.282537,84,156
HDLM-2,YK-4-279,RNA helicase A,0.871255,277,156
HO-1-N-1,YK-4-279,RNA helicase A,0.554464,286,156
HTC-C3,YK-4-279,RNA helicase A,1.943093,306,156
KGN,YK-4-279,RNA helicase A,1.245788,378,156
K5,YK-4-279,RNA helicase A,1.335541,364,156
L-363,YK-4-279,RNA helicase A,0.792122,421,156
MDA-MB-415,YK-4-279,RNA helicase A,1.612538,472,156
NCI-H1975,YK-4-279,RNA helicase A,2.089461,581,156
SW954,YK-4-279,RNA helicase A,0.63149,890,156
NCI-H810,YK-4-279,RNA helicase A,1.860153,656,156
RL95-2,YK-4-279,RNA helicase A,1.248039,765,156
TE-9,YK-4-279,RNA helicase A,1.923072,914,156
TE-11,YK-4-279,RNA helicase A,-0.014179,906,156
TC-YIK,YK-4-279,RNA helicase A,0.320899,902,156
YT,YK-4-279,RNA helicase A,0.191962,963,156
KP-N-YS,YK-4-279,RNA helicase A,0.449415,401,156
D-247MG,YK-4-279,RNA helicase A,1.43754,147,156
D-263MG,YK-4-279,RNA helicase A,2.251693,148,156
CTB-1,YK-4-279,RNA helicase A,0.741398,135,156
M059J,YK-4-279,RNA helicase A,2.117588,462,156
HAL-01,YK-4-279,RNA helicase A,0.486245,248,156
ES8,YK-4-279,RNA helicase A,0.259099,202,156
ES1,YK-4-279,RNA helicase A,0.053844,197,156
EW-3,YK-4-279,RNA helicase A,1.073522,216,156
EW-12,YK-4-279,RNA helicase A,0.283901,210,156
EW-1,YK-4-279,RNA helicase A,0.160232,208,156
EW-18,YK-4-279,RNA helicase A,0.040733,213,156
EW-16,YK-4-279,RNA helicase A,1.217742,212,156
EW-22,YK-4-279,RNA helicase A,1.104827,214,156
NB10,YK-4-279,RNA helicase A,0.304798,530,156
NB6,YK-4-279,RNA helicase A,0.527205,537,156
NB17,YK-4-279,RNA helicase A,0.70876,534,156
NB5,YK-4-279,RNA helicase A,1.310881,536,156
NB13,YK-4-279,RNA helicase A,-0.046887,532,156
NB14,YK-4-279,RNA helicase A,1.22493,533,156
RH-1,YK-4-279,RNA helicase A,-0.308066,759,156
Jurkat,YK-4-279,RNA helicase A,-0.164193,361,156
BICR22,YK-4-279,RNA helicase A,0.489637,57,156
CCK-81,YK-4-279,RNA helicase A,0.647717,95,156
COLO-783,YK-4-279,RNA helicase A,1.028438,116,156
G-MEL,YK-4-279,RNA helicase A,0.651774,229,156
NCI-H2804,YK-4-279,RNA helicase A,1.866164,622,156
NCI-H3118,YK-4-279,RNA helicase A,1.369598,628,156
HARA,YK-4-279,RNA helicase A,0.65857,249,156
HCC-15,YK-4-279,RNA helicase A,1.300704,251,156
HCC-366,YK-4-279,RNA helicase A,1.545525,253,156
HCC-44,YK-4-279,RNA helicase A,1.395926,254,156
Hs-633T,YK-4-279,RNA helicase A,0.98141,312,156
Hs-683,YK-4-279,RNA helicase A,0.582351,313,156
IGR-37,YK-4-279,RNA helicase A,1.477007,327,156
IM-95,YK-4-279,RNA helicase A,2.104312,331,156
JHH-4,YK-4-279,RNA helicase A,1.392009,344,156
JHU-011,YK-4-279,RNA helicase A,0.720679,350,156
KYM-1,YK-4-279,RNA helicase A,-0.247604,408,156
KYSE-220,YK-4-279,RNA helicase A,0.569443,412,156
LN-18,YK-4-279,RNA helicase A,1.739016,440,156
MDST8,YK-4-279,RNA helicase A,0.387544,476,156
MFE-319,YK-4-279,RNA helicase A,1.755568,485,156
MS751,YK-4-279,RNA helicase A,1.128503,517,156
NB(TU)1-10,YK-4-279,RNA helicase A,1.230542,528,156
NCI-H211,YK-4-279,RNA helicase A,1.391756,593,156
NCI-H3122,YK-4-279,RNA helicase A,1.389692,629,156
NCI-H647,YK-4-279,RNA helicase A,1.608908,645,156
NCI-H841,YK-4-279,RNA helicase A,1.638398,660,156
NCI-H847,YK-4-279,RNA helicase A,0.354542,661,156
PCI-15A,YK-4-279,RNA helicase A,0.304309,728,156
PCI-6A,YK-4-279,RNA helicase A,0.802309,731,156
RH-41,YK-4-279,RNA helicase A,1.247513,761,156
SISO,YK-4-279,RNA helicase A,2.112447,801,156
SNU-398,YK-4-279,RNA helicase A,1.589696,843,156
TC-71,YK-4-279,RNA helicase A,0.704179,901,156
SUP-B15,YK-4-279,RNA helicase A,1.208279,865,156
OCI-AML3,YK-4-279,RNA helicase A,0.610843,682,156
BICR10,YK-4-279,RNA helicase A,1.012908,56,156
CL-11,YK-4-279,RNA helicase A,2.340109,107,156
CS1,YK-4-279,RNA helicase A,2.002648,134,156
HCC-78,YK-4-279,RNA helicase A,1.793565,255,156
ALL-SIL,YK-4-279,RNA helicase A,-0.865311,33,156
AMO-1,YK-4-279,RNA helicase A,-0.264794,35,156
Farage,YK-4-279,RNA helicase A,-0.526663,224,156
HeLa,YK-4-279,RNA helicase A,0.95001,307,156
JHU-029,YK-4-279,RNA helicase A,1.00514,352,156
JIMT-1,YK-4-279,RNA helicase A,1.588016,353,156
KMH-2,YK-4-279,RNA helicase A,0.484653,383,156
KON,YK-4-279,RNA helicase A,1.26688,392,156
LOU-NH91,YK-4-279,RNA helicase A,1.65881,445,156
OSC-19,YK-4-279,RNA helicase A,0.484454,696,156
PL4,YK-4-279,RNA helicase A,2.104601,737,156
T-T,YK-4-279,RNA helicase A,1.449352,895,156
TMK-1,YK-4-279,RNA helicase A,0.680523,922,156
TOV-112D,YK-4-279,RNA helicase A,0.984474,923,156
WM1552C,YK-4-279,RNA helicase A,1.640641,953,156
WM35,YK-4-279,RNA helicase A,2.164151,955,156
WM793B,YK-4-279,RNA helicase A,2.173771,956,156
GA-10,YK-4-279,RNA helicase A,0.991928,230,156
GRANTA-519,YK-4-279,RNA helicase A,0.733026,242,156
HCC-33,YK-4-279,RNA helicase A,1.081988,252,156
COR-L321,YK-4-279,RNA helicase A,1.063712,127,156
Hs-445,YK-4-279,RNA helicase A,1.064791,310,156
HSC-39,YK-4-279,RNA helicase A,0.296459,295,156
JEKO-1,YK-4-279,RNA helicase A,0.360292,341,156
JJN-3,YK-4-279,RNA helicase A,0.909532,354,156
JSC-1,YK-4-279,RNA helicase A,-0.324431,356,156
KARPAS-1106P,YK-4-279,RNA helicase A,1.583958,366,156
KARPAS-231,YK-4-279,RNA helicase A,1.388955,367,156
KARPAS-620,YK-4-279,RNA helicase A,1.411503,371,156
KCL-22,YK-4-279,RNA helicase A,0.609569,374,156
KOPN-8,YK-4-279,RNA helicase A,-0.105032,393,156
MOLM-13,YK-4-279,RNA helicase A,-0.135311,507,156
MOLM-16,YK-4-279,RNA helicase A,-0.506166,508,156
MOLP-8,YK-4-279,RNA helicase A,1.856993,509,156
MY-M12,YK-4-279,RNA helicase A,0.94906,520,156
NCI-H1876,YK-4-279,RNA helicase A,0.498498,576,156
NK-92MI,YK-4-279,RNA helicase A,-0.106672,666,156
NU-DUL-1,YK-4-279,RNA helicase A,-0.239158,672,156
OCI-LY-19,YK-4-279,RNA helicase A,-0.127186,684,156
OCI-M1,YK-4-279,RNA helicase A,0.330737,686,156
PL-21,YK-4-279,RNA helicase A,0.600621,736,156
PWR-1E,YK-4-279,RNA helicase A,2.044347,739,156
RCH-ACV,YK-4-279,RNA helicase A,0.430137,750,156
SLVL,YK-4-279,RNA helicase A,0.903133,833,156
SU-DHL-10,YK-4-279,RNA helicase A,0.916183,857,156
